amenity,name,city,longitude,latitude,address
EMS (Emergency Medical Services),City of Tumwater Fire Department,Tumwater,-122.90929,46.98503,311 Israel Rd SW
EMS (Emergency Medical Services),American Medical Response,Olympia,-122.88701,47.03793,1210 Eastside St SE
EMS (Emergency Medical Services),Olympic Ambulance,Lacey,-122.81813,47.03678,1205 Ruddell Rd SE
EMS (Emergency Medical Services),Wahkiakum County FD #3,Rosburg,-123.67864,46.32349,4631 SR 4 West
EMS (Emergency Medical Services),Wahkiakum County FD #3,Grays River,-123.61258,46.35394,8 Hall Creek Rd
EMS (Emergency Medical Services),Cathlamet Fire Department,Cathlamet,-123.38611,46.20465,375 2nd St
EMS (Emergency Medical Services),Walla Walla County FD #1,Prescott,-118.48634,46.29036,32 Lyons Ferry Rd
EMS (Emergency Medical Services),Walla Walla County FD #1,Prescott,-118.33742,46.49237,173 Pleasant View Rd
EMS (Emergency Medical Services),Walla Walla County FD #3,Prescott,-118.72158,46.31407,1131 Fishhook Park Rd
EMS (Emergency Medical Services),Walla Walla County FD #4,Walla Walla,-118.32509,46.04389,2251 S Howard St
EMS (Emergency Medical Services),Walla Walla County FD #5,Burbank,-119.00485,46.19758,460 W Humorist Rd
EMS (Emergency Medical Services),Walla Walla County FD #5,Burbank,-118.99171,46.21137,988 Lake Rd
EMS (Emergency Medical Services),Walla Walla County FD #6,Touchet,-118.66982,46.03499,795 McKay Rd
EMS (Emergency Medical Services),Walla Walla County FD #7,Prescott,-118.3145,46.29896,108 South D St
EMS (Emergency Medical Services),College Place Fire Department,College Place,-118.38814,46.04263,625 S College Ave
EMS (Emergency Medical Services),City of Walla Walla Fire Department,Walla Walla,-118.35123,46.05915,200 S 12th Ave
EMS (Emergency Medical Services),City of Walla Walla Fire Department,Walla Walla,-118.30339,46.07423,170 N Wilbur Ave
EMS (Emergency Medical Services),Waitsburg Ambulance,Waitsburg,-118.14396,46.27047,765 Preston Ave
EMS (Emergency Medical Services),Whatcom County FD #1,Everson,-122.34276,48.91991,101 E Main St
EMS (Emergency Medical Services),Whatcom County FD #1,Everson,-122.28721,48.84597,5664 Lawrence Rd
EMS (Emergency Medical Services),Whatcom County FD #5,Point Roberts,-123.04406,48.98872,2030 Benson Rd
EMS (Emergency Medical Services),Whatcom County FD #7,Ferndale,-122.7012,48.88441,4047 Brown Rd
EMS (Emergency Medical Services),Whatcom County FD #7,Ferndale,-122.61692,48.86211,6081 Church Rd
EMS (Emergency Medical Services),Whatcom County FD #7,Ferndale,-122.5826,48.89193,1886 Grandview Rd
EMS (Emergency Medical Services),Whatcom County FD #7,Bellingham,-122.53996,48.83581,5368 Northwest Dr
EMS (Emergency Medical Services),Whatcom County FD #8,Bellingham,-122.52137,48.7695,752 Marine Dr
EMS (Emergency Medical Services),Whatcom County FD #11,Lummi Island,-122.68869,48.71396,3809 Legoe Bay Rd
EMS (Emergency Medical Services),Whatcom County FD #14,Sumas,-122.26405,48.9962,143 Columbia St
EMS (Emergency Medical Services),Whatcom County FD #14,Deming,-122.15559,48.8374,5640 Mosquito Lake Rd
EMS (Emergency Medical Services),Whatcom County FD #14,Maple Falls,-122.13938,48.91747,7528 Kendall Rd
EMS (Emergency Medical Services),Whatcom County FD #16,Deming,-122.20266,48.71623,2036 Valley Hwy
EMS (Emergency Medical Services),Whatcom County FD #17,Ferndale,-122.70945,48.79903,4332 Sucia Dr
EMS (Emergency Medical Services),Whatcom County FD #17,Ferndale,-122.68749,48.80487,3685 Prevost Way
EMS (Emergency Medical Services),Whatcom County FD #18,Sedro Woolley,-122.340517,48.617826,3250 Cain Lake Rd
EMS (Emergency Medical Services),Whatcom County FD #18,Sedro Woolley,-122.32506,48.6571,431 Cain Lake Rd
EMS (Emergency Medical Services),Glacier Fire and Rescue,Deming,-121.9469,48.88927,9953 Mt Baker Hwy
EMS (Emergency Medical Services),South Whatcom Fire Authority,Bellingham,-122.48435,48.66602,686 Chuckanut Dr
EMS (Emergency Medical Services),South Whatcom Fire Authority,Bellingham,-122.40757,48.69223,5070 Samish Way
EMS (Emergency Medical Services),South Whatcom Fire Authority,Bellingham,-122.40276,48.74589,4518 Cable St
EMS (Emergency Medical Services),South Whatcom Fire Authority,Bellingham,-122.33211,48.71589,2050 Lake Whatcom Blvd
EMS (Emergency Medical Services),North Whatcom Fire and Rescue,Blaine,-122.79195,48.96947,9001 Semiahmoo Pkwy
EMS (Emergency Medical Services),North Whatcom Fire and Rescue,Blaine,-122.73061,48.9352,4581 Birch Bay Lynden Rd
EMS (Emergency Medical Services),North Whatcom Fire and Rescue,Blaine,-122.72529,48.98318,9408 Odell Rd
EMS (Emergency Medical Services),North Whatcom Fire and Rescue,Blaine,-122.66586,48.97099,3401 Haynie Rd
EMS (Emergency Medical Services),North Whatcom Fire and Rescue,Ferndale,-122.57411,48.93719,8188 N Enterprise Rd
EMS (Emergency Medical Services),North Whatcom Fire and Rescue,Bellingham,-122.48436,48.85974,6028 Guide Meridian Rd
EMS (Emergency Medical Services),North Whatcom Fire and Rescue,Lynden,-122.457,48.90955,633 E Wiser Lake Rd
EMS (Emergency Medical Services),North Whatcom Fire and Rescue,Bellingham,-122.41416,48.79039,4142 Britton Loop Rd
EMS (Emergency Medical Services),North Whatcom Fire and Rescue,Lynden,-122.4067,48.96341,1507 E Badger Rd
EMS (Emergency Medical Services),North Whatcom Fire and Rescue,Bellingham,-122.36523,48.8344,2308 E Smith Rd
EMS (Emergency Medical Services),North Whatcom Fire and Rescue,Bellingham,-122.35417,48.75538,3131 Y Road
EMS (Emergency Medical Services),Whatcom Medic One,Ferndale,-122.5826,48.89193,1886 Grandview Rd
EMS (Emergency Medical Services),Whatcom Medic One,Bellingham,-122.49759,48.71974,1590 Harris Ave
EMS (Emergency Medical Services),Whatcom Medic One,Bellingham,-122.49732,48.77671,3314 NW Ave
EMS (Emergency Medical Services),Whatcom Medic One,Bellingham,-122.48743,48.75994,1800 Broadway st
EMS (Emergency Medical Services),Whatcom Medic One,Bellingham,-122.47778,48.78804,4060 Deemer Rd
EMS (Emergency Medical Services),Whatcom Medic One,Bellingham,-122.475786,48.744005,1111 Billy Frank Jr St
EMS (Emergency Medical Services),Whatcom Medic One,Bellingham,-122.44546,48.83381,858 E Smith Rd
EMS (Emergency Medical Services),Whatcom Medic One,Bellingham,-122.44184,48.76079,2306 Yew St
EMS (Emergency Medical Services),Lynden Fire Department,Lynden,-122.45332,48.94478,215 4th St
EMS (Emergency Medical Services),Newhalem - Diablo Fire Brigade,Rockport,-121.24715,48.67329,500 Newhalem St
EMS (Emergency Medical Services),Cascade Ambulance,Ferndale,-122.56376,48.81855,1482 Slater Rd
EMS (Emergency Medical Services),Saint John FD #2,St John,-117.58081,47.09172,30 E Front St
EMS (Emergency Medical Services),Palouse EMS,Palouse,-117.07964,46.910911,335 W Echanove Ave
EMS (Emergency Medical Services),Whitman County FD #5,Lamont,-117.90645,47.20108,302 8th St
EMS (Emergency Medical Services),Whitman County FD #6,Endicott,-117.68475,46.92765,326 E Street
EMS (Emergency Medical Services),Whitman County FD #7,Rosalia,-117.37026,47.23453,607 S Whitman Ave
EMS (Emergency Medical Services),Steptoe Fire Department,Steptoe,-117.35601,47.006,23 SR 23
EMS (Emergency Medical Services),Whitman County FD #12,Pullman,-117.19155,46.73084,912 W Main St
EMS (Emergency Medical Services),Whitman County FD #12,Colton,-117.11734,46.5823,71 Becker Rd
EMS (Emergency Medical Services),Whitman County FD #12,Pullman,-117.11111,46.7785,252 Whelan Rd
EMS (Emergency Medical Services),Whitman County FD #14,Colton,-117.12688,46.5702,803 Depot St
EMS (Emergency Medical Services),Whitman County FD #14,Uniontown,-117.08724,46.53913,105 S Montgomery St
EMS (Emergency Medical Services),Whitman County FD #8,Lacrosse,-117.87949,46.81567,107 S. Main St
EMS (Emergency Medical Services),Malden Fire and EMS,Malden,-117.4732,47.22889,14 W Moraland
EMS (Emergency Medical Services),Whitman County FD #10,Oakesdale,-117.2428,47.12779,108 S First St
EMS (Emergency Medical Services),Pullman Fire Department,Pullman,-117.18562,46.72513,620 S Grand Ave
EMS (Emergency Medical Services),Pullman Fire Department,Pullman,-117.17281,46.75034,55 NW Terre View Dr
EMS (Emergency Medical Services),Colfax Fire Department,Colfax,-117.36332,46.88385,400 N Mill St
EMS (Emergency Medical Services),Pullman-Moscow Regional Airport FD,Pullman,-117.11556,46.74483,3200 Airport Complex N
EMS (Emergency Medical Services),Garfield-Farmington EMS,Garfield,-117.14128,47.00797,308 W California St
EMS (Emergency Medical Services),Garfield-Farmington EMS,Farmington,-117.04952,47.08927,300 W Washington St
EMS (Emergency Medical Services),Tekoa Community Ambulance,Tekoa,-117.07374,47.226965,116 E Main St
EMS (Emergency Medical Services),Volunterr Firemen Inc,Colfax,-117.36332,46.88385,North 400 Mill St
EMS (Emergency Medical Services),Volunterr Firemen Inc,Colfax,-117.36073,46.87476,201 F St
EMS (Emergency Medical Services),Yakima County FD #1,Tieton,-120.75226,46.70178,19911 Summitview Rd
EMS (Emergency Medical Services),Yakima County FD #1,Cowiche,-120.71117,46.67118,31 Cowiche City Rd
EMS (Emergency Medical Services),Selah Fire Department,Selah,-120.52061,46.71247,4251 N Wenas Rd
EMS (Emergency Medical Services),Selah Fire Department,Yakima,-120.48574,46.68039,1830 Harrison Rd
EMS (Emergency Medical Services),Naches Fire Department,Naches,-120.70136,46.73062,102 Naches Ave
EMS (Emergency Medical Services),Yakima County FD #4,Yakima,-120.44661,46.60745,4007 Commonwealth Rd
EMS (Emergency Medical Services),Yakima County FD #4,Yakima,-120.40243,46.57218,2003 Beaudry Rd
EMS (Emergency Medical Services),Yakima County FD #4,Moxee,-120.38571,46.55584,104 S Rivard Rd
EMS (Emergency Medical Services),Yakima County FD #5,White Swan,-120.73026,46.38396,210 Curtis St
EMS (Emergency Medical Services),Yakima County FD #5,Harrah,-120.54371,46.40332,4111 Harrah Rd
EMS (Emergency Medical Services),Yakima County FD #5,Wapato,-120.42878,46.44657,205 S Frontage Rd
EMS (Emergency Medical Services),Yakima County FD #5,Wapato,-120.3485,46.45027,6801 Yakima Valley Hwy
EMS (Emergency Medical Services),Yakima County FD #5,Granger,-120.19392,46.33768,499 Main St
EMS (Emergency Medical Services),Yakima County FD #5,Mabton,-119.99898,46.21322,315 N St
EMS (Emergency Medical Services),Yakima County FD #6,Yakima,-120.61432,46.65711,81 N Gleed Rd
EMS (Emergency Medical Services),Yakima County FD #6,Yakima,-120.59448,46.64338,320 Old Naches Hwy
EMS (Emergency Medical Services),Naches Heights Fire Department,Yakima,-120.65118,46.65041,5000 Naches Heights Rd
EMS (Emergency Medical Services),West Valley Fire Department,Yakima,-120.86685,46.53567,11 North Fork
EMS (Emergency Medical Services),West Valley Fire Department,Yakima,-120.70858,46.59344,14901 Tieton Dr
EMS (Emergency Medical Services),West Valley Fire Department,Yakima,-120.64271,46.57381,10000 Zier Rd
EMS (Emergency Medical Services),West Valley Fire Department,Yakima,-120.62978,46.55789,9102 Ahtanum Rd
EMS (Emergency Medical Services),Nile-Cliffdell Fire Department,Naches,-120.91676,46.80709,8520 SR 410
EMS (Emergency Medical Services),Nile-Cliffdell Fire Department,Naches,-120.96756,46.87001,13670 State Route 410
EMS (Emergency Medical Services),Grandview Fire Department,Grandview,-119.90385,46.2554,110 Ave A
EMS (Emergency Medical Services),City of Granger Fire Department,Granger,-120.19392,46.33768,499 Main St
EMS (Emergency Medical Services),Mabton Fire Department,Mabton,-119.99898,46.21322,315 North St
EMS (Emergency Medical Services),City of Sunnyside Fire Department,Sunnyside,-120.01043,46.32327,513 S 8th St
EMS (Emergency Medical Services),Toppenish Fire Department,Toppenish,-120.3168,46.37362,514 W 2nd Ave
EMS (Emergency Medical Services),Wapato Fire Department,Wapato,-120.42878,46.44657,205 S Frontage Rd
EMS (Emergency Medical Services),Yakima Fire Department,Yakima,-120.61168,46.59335,7707 Tieton dr
EMS (Emergency Medical Services),Yakima Fire Department,Yakima,-120.56103,46.60658,511 N 40th Ave
EMS (Emergency Medical Services),Yakima Fire Department,Yakima,-120.54129,46.57125,2404 W Washington Ave
EMS (Emergency Medical Services),Yakima Fire Department,Yakima,-120.50972,46.60728,401 N Front St
EMS (Emergency Medical Services),Yakima Fire Department,Yakima,-120.49011,46.58565,807 E Nob Hill Blvd
EMS (Emergency Medical Services),Zillah City Fire,Zillah,-120.25892,46.40115,717 1st Ave
EMS (Emergency Medical Services),White Swan Ambulance,White Swan,-120.734624,46.379643,80 Bird Song Lane
EMS (Emergency Medical Services),American Medical Response,Yakima,-120.509,46.5972,229 S 2nd Ave
EMS (Emergency Medical Services),American Medical Response,Union Gap,-120.47499,46.54749,4001 Main St
EMS (Emergency Medical Services),American Medical Response,Toppenish,-120.31743,46.37163,513 4th Ave
EMS (Emergency Medical Services),Advance Life Systems,Yakima,-120.53788,46.56922,2106 W Washington Ave
EMS (Emergency Medical Services),Lewiston Fire Department,Clarkston,-117.08293,46.39561,2314 Appleside Blvd
EMS (Emergency Medical Services),Lewiston Fire Department,Lewiston,-117.01588,46.41691,300 13th Street
EMS (Emergency Medical Services),Lewiston Fire Department,Lewiston,-117.00876,46.37687,434 Burrell Ave
EMS (Emergency Medical Services),Lewiston Fire Department,Lewiston,-116.95003,46.37342,1533 Grelle Ave
Non-Opioid User Disorder Facility,CIHS - 14th Ave Longview,Longview,-122.9367655,46.1342834,1116 14th Ave
Non-Opioid User Disorder Facility,CIHS - 618 W Market St Aberdeen,Aberdeen,-123.8250445,46.9719608,618 W Market St
Non-Opioid User Disorder Facility,CIHS - Cooks Hill Rd Centralia,Centralia,-122.982769,46.7137922,1707 Cooks Hill Rd
Non-Opioid User Disorder Facility,CIHS -1720 S Gold St,Centralia,-122.957293,46.69799,1720 S Gold St
Non-Opioid User Disorder Facility,Merit Resource Services - Ellensburg,Ellensburg,-120.545647,46.994409,200 E 3rd Ave
Non-Opioid User Disorder Facility,Merit Resource Services - Kennwick,Kennewick,-119.2236527,46.2115553,7510 W Deschutes Pl
Non-Opioid User Disorder Facility,Merit Resource Services - Sunnyside,Sunnyside,-120.0098667,46.322553,702 Franklin Ave
Non-Opioid User Disorder Facility,Merit Resource Services - Toppenish,Toppenish,-120.312934,46.3751668,321 W 1st Ave
Non-Opioid User Disorder Facility,Merit Resource Services - Wapato,Wapato,-120.4227683,46.4470163,312 W 2nd S
Non-Opioid User Disorder Facility,Merit Resource Services - Yakima,Yakima,-120.5064393,46.6066328,315 N 2nd St
Non-Opioid User Disorder Facility,New Horizon Care Centers,Spokane,-117.400391,47.65366,701 E 3rd Ave
Non-Opioid User Disorder Facility,Sundown M Ranch - Outpatient Treatment Program,Yakima,-120.4705134,46.7057871,2280 WA-821
Non-Opioid User Disorder Facility,Triumph Treatment Services - Community Drug and Alcohol Center,Yakima,-120.5024322,46.6012995,120 S 3rd St
OTP (Opioid Treatment Programs) Facility,"WCHS, Inc.",Aberdeen,-123.8148168,46.9784883,516 East 1st St.
OTP (Opioid Treatment Programs) Facility,Quinault Wellness Center,Aberdeen,-123.8219229,46.9708563,511 W Heron St
OTP (Opioid Treatment Programs) Facility,Camas Health Recovery Center,Airway Heights,-117.5632328,47.6499903,10811 W 6th Ave
OTP (Opioid Treatment Programs) Facility,DIDGWALIC WELLNESS CENTER,Anacortes,-122.5663638,48.4625708,8212 S. March Point Road
OTP (Opioid Treatment Programs) Facility,Island Crossing Counseling Services,Arlington,-122.154087,48.151995,5700 172nd ST NE
OTP (Opioid Treatment Programs) Facility,We Care Daily Clinics,AUBURN,-122.221078,47.3365571,3320 AUBURN WAY NORTH
OTP (Opioid Treatment Programs) Facility,Therapeutic Health Services Eastside,Bellevue,-122.1513622,47.623637,1412 140th Place NE
OTP (Opioid Treatment Programs) Facility,Lummi OTP,Bellingham,-122.48822,48.75955,2616 Kwina Road
OTP (Opioid Treatment Programs) Facility,"WCHS, Inc.",Bellingham,-122.4969653,48.7755044,3240 Northwest Ave
OTP (Opioid Treatment Programs) Facility,"BAART Behavioral Health Services, Inc.",Bremerton,-122.6319016,47.6075291,"1520 NE Riddell Road, Suite 110"
OTP (Opioid Treatment Programs) Facility,Therapeutic Health Services - Everett Branch,Everett,-122.240813,47.908023,9930 Evergreen Way Z150
OTP (Opioid Treatment Programs) Facility,"WCHS, Inc.",Kelso,-122.9120587,46.1431642,"305 Pacific Avenue S, Suite C"
OTP (Opioid Treatment Programs) Facility,"WCHS, Inc.",Kent,-122.2284852,47.4051178,"21851 84th Ave S, #101"
OTP (Opioid Treatment Programs) Facility,Northwest Integrated Health,Lakewood,-122.483777,47.1690429,9720 South Tacoma Way
OTP (Opioid Treatment Programs) Facility,"WCHS, Inc.",Lakewood,-122.472585,47.170933,"9500 Front Street, Suite 100"
OTP (Opioid Treatment Programs) Facility,"WCHS, Inc.",Lynwood,-122.319677,47.825285,2322 196th Street SW
OTP (Opioid Treatment Programs) Facility,South Sound Clinic of Evergreen Treatment Services,Olympia,-122.793162,47.0519261,"6700 Martin Way East, Ste. 117"
OTP (Opioid Treatment Programs) Facility,"BAART Behavioral Health Services, Inc.",Port Angeles,-123.4348686,48.1121656,716 S. Chase Street
OTP (Opioid Treatment Programs) Facility,Evergreen Treatment Services South King County Clinic,Renton,-122.2362913,47.4418745,1412 SW 43rd
OTP (Opioid Treatment Programs) Facility,"ORTC, LLC",Richland,-119.2323142,46.236616,1445 Spaulding Ave.
OTP (Opioid Treatment Programs) Facility,FDC SeaTac,SeaTac,-122.3012452,47.4219027,2425 S 200th St
OTP (Opioid Treatment Programs) Facility,"Therapeutic Health Services, Seneca Branch",Seattle,-122.3239238,47.6116781,1305 Seneca St.
OTP (Opioid Treatment Programs) Facility,Therapeutic Health Services-Summit Branch,Seattle,-122.3237147,47.6116203,1116 Summit Ave.
OTP (Opioid Treatment Programs) Facility,Seattle Veterans Administration Medical Center Opioid Treatment Program,Seattle,-122.3102018,47.5621795,"1660 South Columbian Way, Building 24"
OTP (Opioid Treatment Programs) Facility,Jamestown Healing Clinic,Sequim,-123.124072,48.0772263,526 S 9th Ave
OTP (Opioid Treatment Programs) Facility,Therapeutic Health Services - Shoreline,Shoreline,-122.3461273,47.7509782,16715 Aurora Ave North
OTP (Opioid Treatment Programs) Facility,"ORTC, LLC",Spokane,-117.4090855,47.7149989,82 E Francis Ave.
OTP (Opioid Treatment Programs) Facility,"WCHS, Inc.",Spokane,-117.3462968,47.671559,4305 East Trent Avenue
OTP (Opioid Treatment Programs) Facility,Spokane Regional Health District Treatment Services,Spokane,-117.4170054,47.6484519,312 W 8th Avenue
OTP (Opioid Treatment Programs) Facility,"Puyallup Tribal Opioid Clinic, Inc.",Tacoma,-122.4284154,47.2388359,503 East 26th Street
OTP (Opioid Treatment Programs) Facility,Rainier Internal Medicine LLC,Tacoma,-122.5175789,47.2669181,5929 Westgate Blvd. Ste A
OTP (Opioid Treatment Programs) Facility,Northwest Integrated Health - South Tacoma,Tacoma,-122.4827108,47.2229631,3727 South Tacoma Way
OTP (Opioid Treatment Programs) Facility,Veterans Administration Hospital,Tacoma,-122.4936777,47.1972541,"American Lake Dr., Bldg. 61"
OTP (Opioid Treatment Programs) Facility,"Treatment Services - unit 1, Tacoma-Pierce County Health Department",Tacoma,-122.4350129,47.2251673,3629 S D Street
OTP (Opioid Treatment Programs) Facility,Quil Ceda Creek Counseling Company,Tulalip,-122.189613,48.05299,6330 31st Ave NE
OTP (Opioid Treatment Programs) Facility,Hope and Healing Clinic LLC,Tumwater,-122.9423966,46.948845,9474 Lathrop Industrial Dr. SW
OTP (Opioid Treatment Programs) Facility,Columbia River Mental Health Services Center for Dual Diagnosis Recovery,Vancouver,-122.5999774,45.650758,7105 NE 40th St
OTP (Opioid Treatment Programs) Facility,"WCHS, Inc.",Vancouver,-122.651087,45.70559,2009 NE 117th Street
OTP (Opioid Treatment Programs) Facility,Comprehensive Healthcare,Yakima,-120.511731,46.595311,402 South Fourth Ave.
Harm Reduction Resources,Blue Mountain Heart to Heart - Kennewick,Kennewick,-119.3213936,46.206821,8154 Gage Blvd
Harm Reduction Resources,Blue Mountain Heart to Heart - Walla Walla,Walla Walla,-118.3578799,46.0455969,1520 Kelly Place
Harm Reduction Resources,Hepatitis Education Project,Seattle,-122.310538,47.598924,1621 S Jackson St
Harm Reduction Resources,Tacoma Needle Exchange,Tacoma,-122.44523,47.24953,S G St & S 14th St
Harm Reduction Resources,Tacoma Needle Exchange,Tacoma,-122.4350129,47.2251673,3629 S D St
Harm Reduction Resources,Tacoma Needle Exchange,Tacoma,-122.40941,47.23637,Portland Ave E & E Wright Ave
Harm Reduction Resources,Whatcom County Health Department Syringe Exchange,Ferndale,-122.5715527,48.8472859,1675 Main street
Harm Reduction Resources,Whatcom County Health Department Syringe Exchange,Blaine,-122.7306055,48.935277,4581 Birch Bay Lynden Rd
Harm Reduction Resources,The People's Harm Reduction Alliance,Seattle,-122.3138131,47.6628559,4548 Brooklyn Ave NE
Harm Reduction Resources,Blue Mountain Heart to Heart BMH2H,Clarkston,-117.06257,46.41998,1368 Bridge Street Suite A
Harm Reduction Resources,Providence Spokane Teaching Health Clinic,Spokane,-117.40277,47.6604611,624 E Front Ave
Harm Reduction Resources,University of Washington Youth Clinic,Auburn,-122.2193233,47.2990223,1000 Auburn Way S
Harm Reduction Resources,OK Cope,Omak,-119.5037661,48.4227139,1003 Koala Dr
Harm Reduction Resources,M.H.A. SPEAKOUT SPEAKUP,Spokane,-117.40476,47.6555344,418 E PACIFIC AVE
Harm Reduction Resources,Spokane Regional Health Department,Spokane,-117.4283084,47.6630926,1101 W College Ave
Harm Reduction Resources,Lummi HARM Reduction,Bellingham,-122.6347639,48.793812,2592 Kwina Road
Harm Reduction Resources,Clallam County Syringe Services,Port Angeles,-123.43421,48.11726,111 E 3rd St
Harm Reduction Resources,Clallam County Syringe Services,Forks,-124.38686,47.94777,140 C St SW
Harm Reduction Resources,Cowlitz Family Health Center Syringe Exchange,Kelso,-122.90685,46.14217,621 Grade St
Harm Reduction Resources,Emma Goldman Youth and Homeless Outreach Project,Olympia,-122.9004248,47.0456066,180 Washington St NE
Harm Reduction Resources,Grant Integrated Services Syringe Exchange,Moses Lake,-119.2891534,47.1230661,1038 W Ivy Ave
Harm Reduction Resources,Harm Reduction Safe Syringe Services Program - Republic,Republic,-118.738133,48.6491094,147 N Clark Ave
Harm Reduction Resources,Harm Reduction Safe Syringe Services Program - Newport,Newport,-117.04892,48.18631,605 Hwy 20
Harm Reduction Resources,Harm Reduction Safe Syringe Services Program - Colville,Colville,-117.9049889,48.5401984,240 E Dominion
Harm Reduction Resources,Harm Reduction Safe Syringe Services Program - Loon Lake,Loon Lake,-117.6227381,48.0600888,3945 Fir St
Harm Reduction Resources,Harm Reduction Safe Syringe Services Program - Chewelah,Chewelah,-117.71341,48.27612,302 E Main St
Harm Reduction Resources,Jefferson County Public Health Syringe Exchange,Port Townsend,-122.7918672,48.1042317,615 Sheridan St
Harm Reduction Resources,King County Needle Exchange - Robert Clewis Center,Seattle,-122.34869,47.63788,2124 4th Ave
Harm Reduction Resources,King County Needle Exchange - Robert Clewis Center 2,Seattle,-122.3183589,47.6126789,1161 11th Ave
Harm Reduction Resources,Okanogan County Public Health Syringe Exchange,Okanogan,-119.59373,48.35684,1234 S 2nd Ave
Harm Reduction Resources,Phoenix Recovery Services Syringe Exchange - Sedro Woolley,Sedro-Woolley,-122.274385,48.495923,2000 Hospital Dr
Harm Reduction Resources,Phoenix Recovery Services Syringe Exchange - Sedro Woolley,Sedro-Woolley,-122.2295107,48.5035518,715 Pacific St
Harm Reduction Resources,Phoenix Recovery Services Syringe Exchange - Burlington,Burlington,-122.3261147,48.4757454,701 E Fairhaven Ave
Harm Reduction Resources,Phoenix Recovery Services Syringe Exchange - Concrete,Concrete,-121.74758,48.5381,45821 Railroad Ave
Harm Reduction Resources,Phoenix Recovery Services Syringe Exchange - Anacortes,Anacortes,-122.6088666,48.4975087,3001 R Ave
Harm Reduction Resources,Phoenix Recovery Services Syringe Exchange - Marblemount,Marblemount,-121.4315666,48.5281559,60155 WA-20
Harm Reduction Resources,South King County Mobile Medical Unit,Kent,-122.23689,47.38067,220 4th Ave S
Harm Reduction Resources,Thurston County Public Health Syringe Exchange,Olympia,-122.8944595,47.040064,1000 Cherry St SE
Harm Reduction Resources,Whatcom County Health Department Syringe Exchange - Bellingham,Bellingham,-122.4733426,48.7505041,1500 N State St
Harm Reduction Resources,Whatcom County Health Department Syringe Exchange - Maple Falls,Maple Falls,-122.0767833,48.9238734,7509 Mt Baker Hwy
Harm Reduction Resources,Yakima County Syringe Exchange Program,Yakima,-120.49875,46.59368,E Adams St & 3rd St
Harm Reduction Resources,Never Share Syringe Services Program,Ellensburg,-120.5443178,46.9936833,210 N Ruby Street
Harm Reduction Resources,Project Night Light,Seattle,-122.2870211,47.5649907,4212 36th Ave S
Harm Reduction Resources,North King County harm reduction mobile van,Seattle,-122.3421776,47.6145908,2124 4th Ave
Harm Reduction Resources,South King County harm reduction mobile outreach van,Seattle,-122.3421776,47.6145908,2124 4th Ave
Harm Reduction Resources,The Olympia Bupe Clinic,Olympia,-122.88886,47.04049,1011 10th Ave St SE
Harm Reduction Resources,KC OEND - Seattle,Seattle,-122.3358168,47.6007104,210 Alaskan Way S
Harm Reduction Resources,KC OEND - Seattle,Seattle,-122.3303681,47.6182446,1828 Yale Ave
Harm Reduction Resources,KC OEND - Seattle,Seattle,-122.3266367,47.6148062,1520 Bellevue Ave
Harm Reduction Resources,KC OEND - Kent,Kent,-122.2344259,47.3805945,216 W Gowe St
Harm Reduction Resources,Humanistic Hope Coalition,Kelso,-122.91325,46.14219,501 South First Street
Harm Reduction Resources,Northeast Tri County Health District,Republic,-118.73861,48.64912,141 N. Clark Ave Suite 1
Harm Reduction Resources,Tri County Opioid Network,Colville,-117.8903952,48.5408231,1200 E Columbia Ave
